"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
2010,575.036703218188,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2010,626.365161983161,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2011,514.30746181594,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2011,559.778956794098,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2011,613.460266053182,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2012,499.606646208022,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2012,546.546298458373,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2012,602.699428516563,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2013,486.446297267419,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2013,534.579216789767,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2013,594.431344580731,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2014,476.185936182167,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2014,525.903997260295,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2014,589.953492324973,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2015,463.773157955071,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2015,514.933043565119,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2015,582.453253603094,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2016,452.616532071213,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2016,505.4835500398,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2016,576.473946071331,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2017,443.135723127969,"Uncertainty bounds: lower bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2017,497.570829828618,"Uncertainty bounds: mid-point",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
2017,572.378448538071,"Uncertainty bounds: upper bound",2,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Africa (M49)"
1985,143.428887537263,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1985,163.855358019539,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1985,188.812838553774,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1986,143.186126647381,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1986,161.24240941909,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1986,183.649221772162,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1987,140.065991636296,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1987,155.934759808127,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1987,175.604259791106,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1988,138.223571142144,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1988,152.502989120219,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1988,170.207762801489,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1989,135.706683263607,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1989,148.667954570201,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1989,164.451278073094,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1990,130.062319478046,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1990,141.841806286751,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1990,155.638439095023,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1991,127.720475698969,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1991,138.44783974734,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1991,150.699352487639,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1992,124.802719526699,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1992,134.477902079096,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1992,145.805494104646,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1993,123.098972158943,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1993,132.068055251769,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1993,142.508093432769,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1994,119.512970373141,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1994,127.694600897813,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1994,137.076067761846,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1995,114.453508995897,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1995,121.713572528786,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1995,130.032396914602,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1996,110.378533040998,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1996,116.534444714536,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1996,123.253659854111,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1997,105.184414724201,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1997,110.405139262775,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1997,116.050557872738,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1998,101.270200779923,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1998,105.815469383216,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1998,110.66115328789,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1999,96.5864238900132,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1999,101.028319438754,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
1999,105.703652849907,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2000,91.6772609537224,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2000,95.2162727975268,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2000,99.108406010545,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2001,90.2825036773683,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2001,93.7723004127616,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2001,97.5591052999176,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2002,90.1170854367242,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2002,93.7523760002312,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2002,97.5645197493031,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2003,88.3041114315801,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2003,91.7901212334153,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2003,95.5111376887381,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2004,86.6829090001277,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2004,90.0222449205102,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2004,93.4326200600322,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2005,85.0220150050793,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2005,88.0516301761877,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2005,91.4811324432744,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2006,84.1808899224018,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2006,87.3005992089142,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2006,90.7680125402498,"Uncertainty bounds: upper bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2007,82.9644619283956,"Uncertainty bounds: lower bound",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
2007,86.121403366261,"Uncertainty bounds: mid-point",5,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","South America (M49)"
